GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G2400050","2016","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",831026,512637,238123,2431,49490,579,6408,21358,2102,19256,"Baltimore County, Maryland",0,3112,2475,790,1859,382,1882,3795,1382,3775
"G2400090","2016","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",91251,73623,11839,0,1709,0,1064,3016,283,2733,"Calvert County, Maryland",0,845,1234,198,449,198,720,1318,391,1273
"G2400130","2016","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",167656,153931,5631,407,3078,104,555,3950,1345,2605,"Carroll County, Maryland",0,1282,788,236,424,190,437,1814,1296,893
"G2400150","2016","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",102603,89580,7411,0,1512,34,1789,2277,51,2226,"Cecil County, Maryland",0,771,1034,198,344,61,830,944,98,904
"G2400170","2016","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",157705,71927,71324,246,4466,0,1100,8642,190,8452,"Charles County, Maryland",0,959,2523,326,789,198,494,2965,168,2950
"G2400210","2016","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",247591,200808,25712,1172,11679,58,2201,5961,728,5233,"Frederick County, Maryland",0,1950,1381,430,811,95,1438,1553,573,1368
"G2400250","2016","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",251032,198064,33432,476,5848,78,2935,10199,1390,8809,"Harford County, Maryland",0,1206,1766,251,1300,132,991,2163,1311,1849
"G2400270","2016","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",317233,186168,58167,405,57006,56,2907,12524,698,11826,"Howard County, Maryland",0,1873,1797,253,1290,94,1434,2582,521,2429
"G2400310","2016","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1043863,574964,191046,2053,154518,239,77581,43462,6244,37218,"Montgomery County, Maryland",0,8267,3837,820,3181,360,8047,4862,2132,4968
"G2400330","2016","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",908049,159377,571454,3802,38290,287,106267,28572,4433,24139,"Prince George's County, Maryland",0,6996,3975,1658,1784,342,7926,4558,2177,4072
"G2400370","2016","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",,,,,,,,,,,"St. Mary's County, Maryland",,,,,,,,,,
"G2400430","2016","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",150292,126158,16125,228,2009,253,313,5206,241,4965,"Washington County, Maryland",0,452,1317,186,474,384,316,1361,235,1336
"G2400450","2016","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",102577,69068,26015,30,3530,108,933,2893,146,2747,"Wicomico County, Maryland",0,1037,1233,55,156,186,894,1114,157,1081
"G2405100","2016","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",614664,189260,384465,1800,15149,604,9016,14370,976,13394,"Baltimore city, Maryland",0,2616,3192,782,1185,706,2771,2953,463,2864
"G2500010","2016","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",214276,196365,5175,914,2951,1034,2794,5043,1318,3725,"Barnstable County, Massachusetts",0,1708,1589,593,617,1215,1285,1932,1362,1287
"G2500030","2016","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",126903,116668,3428,260,2049,67,1200,3231,419,2812,"Berkshire County, Massachusetts",0,1023,944,272,468,88,841,1187,361,1147
"G2500050","2016","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",558324,469087,23337,105,13414,305,38545,13531,3723,9808,"Bristol County, Massachusetts",0,4786,2345,94,705,240,4861,2380,1486,1829
"G2500090","2016","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",779018,635443,30824,1362,26984,366,63750,20289,2610,17679,"Essex County, Massachusetts",0,6366,3052,897,1356,345,6395,3632,1063,3380
"G2500110","2016","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",70382,65664,692,262,710,293,583,2178,220,1958,"Franklin County, Massachusetts",0,487,377,183,366,401,378,592,200,616
"G2500130","2016","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",468467,388013,40874,1009,10440,0,14956,13175,2762,10413,"Hampden County, Massachusetts",0,4668,2129,501,1373,203,3829,3148,1855,2880
"G2500150","2016","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",161816,143231,3958,72,7242,265,1101,5947,1150,4797,"Hampshire County, Massachusetts",0,918,747,92,938,257,531,1171,762,1167
"G2500170","2016","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1589774,1220690,86605,2454,187448,517,52376,39684,5242,34442,"Middlesex County, Massachusetts",0,6207,3401,823,2728,354,6688,3934,1566,3800
"G2500210","2016","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",697181,546568,45901,843,74523,215,12800,16331,1211,15120,"Norfolk County, Massachusetts",0,2948,1705,558,2382,177,3262,3029,740,3080
"G2500230","2016","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",513565,430007,45757,688,6215,152,20248,10498,2186,8312,"Plymouth County, Massachusetts",0,2807,3826,387,981,156,4366,1786,914,1662
"G2500250","2016","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",784230,432065,179093,2715,68847,252,42262,58996,4458,54538,"Suffolk County, Massachusetts",0,6588,4908,1154,1416,249,5549,7258,1676,7280
"G2500270","2016","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",819589,683124,39855,1532,39751,292,33956,21079,4594,16485,"Worcester County, Massachusetts",0,5742,2131,727,1283,202,5406,2741,1535,2120
"G2600050","2016","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",115548,108703,1445,307,417,0,1013,3663,872,2791,"Allegan County, Michigan",0,1200,393,231,268,168,681,1044,843,613
"G2600170","2016","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",104747,99068,2410,241,309,0,630,2089,144,1945,"Bay County, Michigan",0,637,588,313,273,168,513,596,207,549
"G2600210","2016","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",154010,120388,22043,413,2977,16,2443,5730,945,4785,"Berrien County, Michigan",0,1390,1168,232,291,25,1566,1322,534,1289
"G2600250","2016","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",134386,110181,14071,539,2622,0,848,6125,84,6041,"Calhoun County, Michigan",0,871,1349,235,773,168,698,1644,158,1625
"G2600370","2016","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",77888,73219,1298,204,1540,0,119,1508,68,1440,"Clinton County, Michigan",0,277,182,278,209,168,110,401,107,383
"G2600450","2016","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",109160,95114,6008,572,2049,178,1071,4168,351,3817,"Eaton County, Michigan",0,698,1111,259,510,246,591,1218,478,1153
"G2600490","2016","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",408615,304971,81377,1737,4111,305,2400,13714,680,13034,"Genesee County, Michigan",0,1761,2403,648,767,244,1604,2635,677,2440
"G2600550","2016","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",92084,87400,903,888,488,98,333,1974,81,1893,"Grand Traverse County, Michigan",0,509,514,805,143,160,490,765,139,760
"G2600650","2016","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",288051,213921,33628,993,19021,187,5347,14954,1537,13417,"Ingham County, Michigan",0,1753,2351,453,981,225,1619,2489,878,2489
"G2600730","2016","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",71282,62681,1517,1337,1392,0,424,3931,82,3849,"Isabella County, Michigan",0,471,488,413,261,168,425,746,100,765
"G2600750","2016","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",158460,138283,13482,676,1260,116,810,3833,321,3512,"Jackson County, Michigan",0,704,883,302,345,110,498,1086,250,1044
"G2600770","2016","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",261654,212319,28131,373,6828,0,2359,11644,604,11040,"Kalamazoo County, Michigan",0,1671,1859,329,805,168,1326,2117,488,2131
"G2600810","2016","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",642173,514715,59715,1930,18849,67,21076,25821,2728,23093,"Kent County, Michigan",0,4449,3406,777,909,108,4160,3506,1146,3618
"G2600870","2016","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88340,84352,1009,203,509,56,522,1689,386,1303,"Lapeer County, Michigan",0,650,265,189,392,83,390,523,386,396
"G2600910","2016","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98504,91291,2998,702,256,0,663,2594,678,1916,"Lenawee County, Michigan",0,676,401,566,139,168,400,681,373,578
"G2600930","2016","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",188624,182458,1273,291,1730,79,267,2526,78,2448,"Livingston County, Michigan",0,253,215,222,525,147,189,558,92,564
"G2600990","2016","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",867730,706518,100689,1762,32772,50,4781,21158,779,20379,"Macomb County, Michigan",0,2068,2421,758,1501,86,1863,3001,506,2902
"G2601030","2016","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",66435,61683,808,207,649,15,283,2790,144,2646,"Marquette County, Michigan",0,226,302,133,64,28,205,388,147,342
"G2601110","2016","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83462,77534,1235,228,1738,0,403,2324,572,1752,"Midland County, Michigan",0,577,569,170,416,168,448,954,503,705
"G2601150","2016","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",149208,140808,4242,804,952,0,514,1888,94,1794,"Monroe County, Michigan",0,1062,352,229,200,168,422,882,142,865
"G2601210","2016","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",173408,139261,24450,1249,1128,0,1092,6228,560,5668,"Muskegon County, Michigan",0,1335,1199,584,219,168,557,1655,605,1464
"G2601250","2016","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1243970,934642,167411,3016,87646,232,11061,39962,1918,38044,"Oakland County, Michigan",0,3211,4308,764,1889,283,2869,5280,828,5154
"G2601390","2016","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",282250,255093,3439,628,6244,165,7174,9507,1277,8230,"Ottawa County, Michigan",0,2469,960,389,775,217,2649,1441,732,1218
"G2601450","2016","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",192326,144965,35768,493,2503,61,2800,5736,880,4856,"Saginaw County, Michigan",0,1536,1488,294,358,92,967,1748,565,1577
"G2601470","2016","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",159587,148831,3835,358,1223,0,1247,4093,385,3708,"St. Clair County, Michigan",0,809,669,256,316,168,524,969,459,852
"G2601550","2016","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",68554,66372,396,112,205,0,169,1300,53,1247,"Shiawassee County, Michigan",0,227,268,105,204,168,189,244,77,226
"G2601590","2016","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75223,64948,2312,1240,425,146,2211,3941,1357,2584,"Van Buren County, Michigan",0,1420,430,979,189,234,941,1116,997,475
"G2601610","2016","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",364709,269158,43375,1789,31232,179,2218,16758,656,16102,"Washtenaw County, Michigan",0,1179,2272,1063,1680,292,1037,3348,419,3360
"G2601630","2016","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1749366,924131,680630,5458,54230,420,36368,48129,5666,42463,"Wayne County, Michigan",0,4914,4987,1689,3311,326,4785,6861,2245,6054
"G2700030","2016","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",345957,291760,19779,2480,15529,195,5151,11063,908,10155,"Anoka County, Minnesota",0,1699,1713,611,925,227,1770,2290,814,2204
"G2700130","2016","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",66441,60737,2291,319,1325,0,133,1636,92,1544,"Blue Earth County, Minnesota",0,372,663,55,292,149,175,860,131,845
"G2700190","2016","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",100262,91908,2258,300,3231,0,1115,1450,326,1124,"Carver County, Minnesota",0,985,290,324,766,149,865,656,297,619
"G2700370","2016","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",417486,345463,24024,1195,20140,102,12277,14285,1676,12609,"Dakota County, Minnesota",0,2583,2181,515,1135,172,2720,2046,726,1955
"G2700530","2016","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1232483,893871,158741,9923,85906,483,40359,43200,3356,39844,"Hennepin County, Minnesota",0,4023,3570,1657,2631,279,4042,4600,1183,4410
"G2701090","2016","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",153102,129033,9005,900,8964,0,2226,2974,282,2692,"Olmsted County, Minnesota",0,1106,918,427,869,149,1128,1166,224,1134
"G2701230","2016","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",540649,358606,59737,3089,76470,209,15811,26727,1963,24764,"Ramsey County, Minnesota",0,3077,3364,862,1875,238,3169,3843,990,3868
"G2701310","2016","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",65622,56157,3451,86,1404,0,2872,1652,236,1416,"Rice County, Minnesota",0,589,256,93,233,149,963,1016,248,1020
"G2701370","2016","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",199980,184278,3353,4859,2228,45,938,4279,148,4131,"St. Louis County, Minnesota",0,655,523,611,262,63,606,815,149,774
"G2701390","2016","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",143680,119736,4743,681,8060,0,5193,5267,180,5087,"Scott County, Minnesota",0,1511,1100,478,928,149,1712,1523,261,1511
"G2701410","2016","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",93528,86674,2417,272,791,0,1213,2161,18,2143,"Sherburne County, Minnesota",0,888,513,174,368,149,939,760,42,757
"G2701450","2016","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",155652,138022,8669,222,3701,0,2483,2555,500,2055,"Stearns County, Minnesota",0,841,754,151,519,149,910,1038,390,906
"G2701630","2016","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",253117,216807,11366,1002,12637,66,3014,8225,1892,6333,"Washington County, Minnesota",0,1171,992,426,1827,111,1065,2203,1551,1635
"G2701710","2016","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",132550,125122,1928,581,1973,0,1060,1886,400,1486,"Wright County, Minnesota",0,1068,749,404,396,149,960,935,532,861
"G2800330","2016","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",175611,119958,46205,416,2663,0,3501,2868,383,2485,"DeSoto County, Mississippi",0,1377,1248,402,443,213,1387,1319,304,1295
"G2800350","2016","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",,,,,,,,,,,"Forrest County, Mississippi",,,,,,,,,,
"G2800470","2016","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",203234,139366,49451,1225,5702,0,1604,5886,678,5208,"Harrison County, Mississippi",0,1069,1675,441,790,213,940,2175,610,2042
"G2800490","2016","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",241229,61461,174862,205,1885,284,1403,1129,0,1129,"Hinds County, Mississippi",0,1110,917,222,286,452,971,549,213,549
"G2800590","2016","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",141241,98840,31706,506,3863,0,4189,2137,248,1889,"Jackson County, Mississippi",0,1556,782,303,213,213,1492,1191,396,1144
"G2800670","2016","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2016","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2016","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",85381,57782,24789,65,811,33,377,1524,134,1390,"Lee County, Mississippi",0,640,637,91,250,59,351,981,221,919
"G2800890","2016","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",105114,59310,39502,444,2725,0,2126,1007,0,1007,"Madison County, Mississippi",0,904,1049,548,203,213,1049,831,213,831
"G2801210","2016","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",150228,114301,31766,127,1518,0,1551,965,0,965,"Rankin County, Mississippi",0,1095,377,161,428,213,1098,508,213,508
"G2900190","2016","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",176594,142618,16256,811,9021,23,2821,5044,191,4853,"Boone County, Missouri",0,1261,1600,577,494,40,1537,1702,259,1698
"G2900210","2016","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",88938,77933,4572,372,1054,0,1607,3400,288,3112,"Buchanan County, Missouri",0,1050,1109,286,315,187,1007,1332,310,1260
"G2900310","2016","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",78913,69069,5525,385,1365,28,342,2199,0,2199,"Cape Girardeau County, Missouri",0,585,1269,525,156,50,481,1261,187,1261
