GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G3400130","2013","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",152597,149220,3515,1538,3913,4665,2773,2098,559,1250,1706,2554,2579,4582,5195,8663,7610,18794,18201,29320,15156,10173,4376,3377,"Essex County, New Jersey",3791,3750,855,628,736,1113,725,687,314,644,619,726,669,1045,1182,1716,1498,2268,2112,2968,1895,1655,1056,779
"G3400150","2013","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",23110,22336,219,124,277,163,366,382,412,50,355,1009,726,477,1075,1107,1631,3617,2090,5082,1290,1651,233,774,"Gloucester County, New Jersey",2178,2216,237,122,204,145,357,428,424,84,370,615,505,298,605,502,646,1468,630,1255,513,714,234,350
"G3400170","2013","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",172062,169065,1479,1383,1764,3783,1578,1340,1762,2296,2246,2359,2556,4325,3039,4640,5349,15640,18224,38176,17552,19567,20007,2997,"Hudson County, New Jersey",4365,4423,702,570,698,966,631,611,589,747,773,803,1038,1071,817,939,1264,2100,2178,2730,2099,1974,2180,945
"G3400190","2013","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400210","2013","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",47400,44745,771,70,467,1590,567,677,533,341,818,557,997,1047,1118,1716,2161,5003,5916,9809,4632,2722,3233,2655,"Mercer County, New Jersey",2890,2838,489,110,325,640,425,442,361,282,534,424,462,477,601,725,988,1426,1328,1558,1262,758,814,900
"G3400230","2013","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",103700,101210,647,472,1153,1649,530,577,598,322,259,716,513,929,685,1319,1694,6010,13953,31509,18033,15160,4482,2490,"Middlesex County, New Jersey",3750,3773,392,416,557,590,293,262,437,246,173,404,364,489,461,573,682,1283,1796,2759,2275,2052,952,796
"G3400250","2013","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",61075,58823,129,162,582,1063,581,320,855,399,443,468,358,1084,970,750,1092,6585,8486,12717,7816,9330,4633,2252,"Monmouth County, New Jersey",3494,3352,159,159,443,495,371,235,456,287,318,401,254,682,552,530,386,1341,1658,1721,1461,1532,1212,698
"G3400270","2013","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",43816,42198,224,78,564,351,620,365,56,603,126,182,127,1359,973,398,495,1471,5447,10455,5930,7783,4591,1618,"Morris County, New Jersey",2550,2623,365,62,496,291,341,401,73,345,208,205,152,718,619,370,486,513,1411,1634,1277,1220,1211,588
"G3400290","2013","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",43408,41199,40,240,477,482,61,147,289,813,291,759,857,459,243,873,991,4058,4635,12476,5969,5375,1664,2209,"Ocean County, New Jersey",3376,3454,68,214,321,333,101,145,386,569,325,374,745,353,229,534,602,1146,1170,2296,1349,1322,670,707
"G3400310","2013","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",74811,72341,294,714,506,770,422,827,626,1045,801,1283,810,1551,2332,2459,1854,8925,9497,21206,10063,4889,1467,2470,"Passaic County, New Jersey",3078,3209,233,335,358,337,296,400,353,450,382,514,416,557,677,751,774,1346,1601,2183,1756,1246,564,815
"G3400330","2013","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",7225,6863,182,285,137,267,66,0,110,109,33,163,138,230,434,1044,451,788,1151,1003,154,0,118,362,"Salem County, New Jersey",1010,983,220,226,192,179,111,200,81,128,54,145,225,161,305,483,294,438,430,425,154,200,140,246
"G3400350","2013","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400370","2013","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,
"G3400390","2013","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",80592,78634,413,376,2092,1165,1062,342,300,1036,191,1126,676,2830,1283,2539,2573,10890,8722,19422,10231,9030,2335,1958,"Union County, New Jersey",2919,2885,342,261,855,610,564,255,246,645,190,580,529,943,516,890,727,1787,1586,2114,1608,1765,905,871
"G3400410","2013","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",12961,12559,0,0,185,84,213,372,27,137,56,165,77,772,644,318,1407,1159,2139,2230,1265,1080,229,402,"Warren County, New Jersey",1501,1519,200,200,256,142,177,313,47,153,70,130,94,567,473,262,725,423,793,709,658,622,229,210
"G3500010","2013","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",99299,94911,789,113,646,1499,1388,1195,3072,4289,6013,7595,6283,7573,6764,6203,6367,8906,7896,11044,4008,2206,1062,4388,"Bernalillo County, New Mexico",4094,4198,531,105,375,712,589,597,1023,1091,1415,1402,1242,1465,1553,1378,1422,1739,1742,1689,1081,822,521,1116
"G3500050","2013","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",8276,7091,126,0,276,86,93,217,431,664,677,230,483,1356,705,220,476,239,148,172,172,278,42,1185,"Chaves County, New Mexico",1314,1213,142,195,227,107,94,241,350,422,423,202,415,682,376,219,359,238,108,216,229,250,76,594
"G3500130","2013","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",26758,24781,368,373,1162,449,599,1111,608,2953,2132,2155,1971,1717,1770,840,507,2563,1267,1612,424,200,0,1977,"Doña Ana County, New Mexico",2072,2312,303,333,656,373,453,536,407,1081,978,862,839,733,834,534,323,1442,569,607,384,305,195,762
"G3500250","2013","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",7116,6309,0,0,0,199,0,36,136,396,83,734,466,956,360,241,256,1116,417,590,323,0,0,807,"Lea County, New Mexico",1069,1068,195,195,195,195,195,63,145,340,100,447,292,614,293,191,251,642,292,447,414,195,195,330
"G3500310","2013","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G3500350","2013","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",7930,6641,56,154,124,266,124,141,214,588,397,281,106,287,396,175,239,681,827,729,352,504,0,1289,"Otero County, New Mexico",1392,1287,70,96,154,287,112,175,193,388,263,251,127,294,366,230,287,508,528,410,222,312,195,749
"G3500430","2013","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",9040,8565,7,40,17,0,176,155,52,94,237,198,404,609,232,866,621,1532,519,1878,268,374,286,475,"Sandoval County, New Mexico",1497,1456,13,53,18,195,241,183,60,90,284,172,349,515,181,466,434,776,331,739,242,406,230,249
"G3500450","2013","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",9666,8361,413,414,254,478,451,556,229,120,425,497,304,673,548,312,992,552,207,548,94,209,85,1305,"San Juan County, New Mexico",1453,1332,249,207,194,406,373,403,154,111,312,288,296,413,353,337,567,355,218,430,117,201,136,422
"G3500490","2013","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",17586,16306,221,400,345,330,366,55,280,306,508,824,601,696,821,931,1181,1917,1068,3257,748,962,489,1280,"Santa Fe County, New Mexico",1399,1491,247,263,283,302,280,61,232,242,330,425,310,455,330,503,456,704,474,973,283,439,386,546
"G3500610","2013","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,
"G3600010","2013","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",53132,51860,161,507,390,1536,1193,931,295,1043,1780,1863,2844,2561,3766,3341,4441,7419,6602,7464,1159,1937,627,1272,"Albany County, New York",2555,2451,261,294,289,615,484,567,290,464,682,636,837,810,1021,812,1136,1436,1257,1741,427,668,342,515
"G3600050","2013","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",391990,384022,2955,6100,11731,17530,8144,8233,5927,7604,5682,8699,6438,11223,7133,13603,15062,33918,47952,90978,42158,29044,3908,7968,"Bronx County, New York",4380,4520,1053,1301,1480,2148,1541,1582,1303,1744,1206,1599,1332,1754,1275,2345,2447,3308,3470,4501,3262,2981,1003,1741
"G3600070","2013","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",24591,23558,64,185,346,557,628,651,1058,3113,2265,2998,2258,2204,2146,1166,797,1248,740,301,174,445,214,1033,"Broome County, New York",1735,1738,110,129,273,376,267,341,444,929,651,1001,762,706,627,459,390,472,374,208,148,319,225,551
"G3600090","2013","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",9658,9063,0,156,219,565,374,593,934,1756,1346,643,431,579,616,283,23,265,182,13,0,69,16,595,"Cattaraugus County, New York",982,957,193,109,160,234,222,263,371,596,526,278,191,280,343,172,47,340,162,26,193,84,27,270
"G3600110","2013","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",8560,8274,53,120,232,678,153,245,240,623,279,1186,1398,982,626,430,348,418,41,83,104,0,35,286,"Cayuga County, New York",1045,1036,87,144,186,464,119,270,178,285,218,470,641,497,358,264,353,260,60,119,129,193,59,161
"G3600130","2013","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",17248,15944,250,249,714,626,529,1119,2021,2319,2171,1649,1331,1083,708,146,115,638,142,87,0,0,47,1304,"Chautauqua County, New York",1734,1730,307,262,371,249,317,539,573,632,682,668,536,482,459,163,143,376,125,99,193,193,78,443
"G3600150","2013","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",11678,11227,305,171,114,229,226,292,769,634,1012,1063,1163,682,800,997,685,701,389,515,301,76,103,451,"Chemung County, New York",1166,1133,246,242,133,155,227,196,513,420,508,458,482,469,407,524,372,369,230,409,202,135,144,228
"G3600190","2013","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",10189,9550,90,95,284,367,209,450,564,375,564,643,476,995,1052,897,564,453,618,272,155,401,26,639,"Clinton County, New York",1312,1316,116,116,229,255,160,378,487,261,382,375,245,619,584,700,323,250,469,251,168,397,43,307
"G3600270","2013","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",32515,31033,238,398,163,435,119,251,578,480,211,416,495,688,1095,1473,1872,2752,4326,8943,2926,2569,605,1482,"Dutchess County, New York",2128,2126,243,368,163,276,112,292,431,363,186,295,348,388,561,519,864,900,1107,1398,757,720,324,517
"G3600290","2013","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",134143,127574,1017,878,2285,2636,3733,5517,6054,11584,9805,11573,9815,11257,9346,9155,7382,10744,4497,5636,2030,1495,1135,6569,"Erie County, New York",4252,4064,675,365,753,657,928,1243,1085,1627,1634,1925,1645,1852,1551,1443,1518,1703,985,1370,827,582,563,1228
"G3600450","2013","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",19412,16898,107,241,425,400,184,374,309,406,670,1175,273,1163,693,1504,1294,1695,1408,2664,1075,663,175,2514,"Jefferson County, New York",1446,1575,149,186,231,240,148,233,200,185,416,508,144,534,630,749,650,632,554,824,457,264,155,726
"G3600470","2013","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",651248,631433,2592,5490,12382,20396,10365,11292,7716,10155,8454,13295,8087,15388,10442,17563,16591,38679,50106,145809,84774,87772,54085,19815,"Kings County, New York",6584,7230,652,1278,1574,2368,1388,1848,1397,1826,1555,1916,1380,1932,1320,2033,1784,3017,3471,5105,3998,4061,2976,2080
"G3600510","2013","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",5727,5300,176,0,108,378,192,252,42,588,575,635,262,491,520,343,121,405,105,80,0,27,0,427,"Livingston County, New York",862,905,264,193,155,341,152,225,51,354,435,400,158,318,269,307,150,311,93,81,193,46,193,288
"G3600530","2013","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",7026,6407,19,11,196,130,10,379,273,730,966,633,308,717,751,222,245,315,168,212,24,22,76,619,"Madison County, New York",1206,1180,33,18,214,144,19,285,229,518,477,434,238,463,366,193,271,273,150,166,39,36,94,322
"G3600550","2013","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",109154,106503,664,819,760,2035,1691,2138,2327,4205,5144,4856,7695,8204,12082,8696,10665,11907,6538,8443,3053,2725,1856,2651,"Monroe County, New York",4289,4205,354,520,421,526,569,813,872,1007,1017,1087,1400,1495,1902,1399,1731,1805,1192,1601,841,844,726,829
"G3600590","2013","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",93621,89012,161,600,1400,1419,745,1019,581,1106,571,933,830,954,1096,1360,1410,4425,4483,13440,14020,22751,15708,4609,"Nassau County, New York",4669,4419,203,413,579,647,413,578,367,618,361,596,600,542,484,589,660,1195,1208,2186,2015,2911,2091,1102
"G3600610","2013","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",558910,548523,2293,3900,10511,15037,7876,7731,6778,10033,6410,9199,9276,14801,10637,13898,16464,25778,25862,50528,41291,81332,178888,10387,"New York County, New York",9608,10299,840,1428,2020,2048,1566,1658,1403,1974,1450,1731,2105,2694,1646,2182,2490,2629,3335,4707,4277,5849,7720,2211
"G3600630","2013","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",25819,24806,97,334,582,1086,630,1796,2275,2393,2705,2021,2031,2219,1704,1382,904,1033,695,78,201,450,190,1013,"Niagara County, New York",1707,1685,121,193,497,445,401,734,739,733,906,656,753,735,902,633,416,545,456,93,208,310,151,409
"G3600650","2013","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",31815,29764,294,399,662,531,480,1202,2098,3202,2811,3856,2216,2709,1776,1343,1646,1466,1223,1123,330,321,76,2051,"Oneida County, New York",2341,2138,289,185,276,304,278,626,783,833,714,906,721,845,622,404,646,613,557,475,249,266,90,762
"G3600670","2013","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",64628,62496,1151,702,753,1501,839,1435,2089,2858,3134,5573,5793,5769,4579,5284,5154,6219,3082,3204,1672,1043,662,2132,"Onondaga County, New York",3108,3021,585,413,311,641,416,503,674,813,708,1099,1233,1066,787,1059,1104,1244,758,738,595,518,413,572
"G3600690","2013","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",11921,11456,62,0,98,176,44,197,74,722,834,1138,621,759,1700,635,869,1220,554,639,469,381,264,465,"Ontario County, New York",1215,1189,99,193,120,203,64,170,80,381,383,660,358,420,625,412,461,493,304,437,363,476,317,341
"G3600710","2013","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",39417,37911,193,426,329,414,143,207,169,392,257,771,882,1971,1292,1133,2303,4601,5516,8412,3826,3216,1458,1506,"Orange County, New York",2795,2755,195,281,343,351,124,171,160,302,204,341,557,742,534,410,877,1272,1328,1647,1129,931,515,600
"G3600750","2013","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",12330,11885,295,66,336,58,599,465,611,1019,1155,1255,791,1687,1863,608,354,180,155,110,116,0,162,445,"Oswego County, New York",1252,1227,245,85,200,76,376,289,351,465,433,495,349,510,618,428,223,158,170,130,137,193,214,262
"G3600790","2013","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",,,,,,,,,,,,,,,,,,,,,,,,
"G3600810","2013","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",440007,427042,1082,1315,3981,5142,1616,3626,2178,4718,2766,7590,1973,7982,4839,10198,8432,23810,29556,105613,84650,92472,23503,12965,"Queens County, New York",5820,6038,634,620,1066,1140,502,1131,676,1312,986,1480,668,1499,964,1652,1572,2485,2558,5414,4950,4955,2198,1664
"G3600830","2013","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",22603,21605,431,25,473,338,536,206,594,264,797,1963,1621,1566,1726,1466,1515,2678,1518,1545,1509,504,330,998,"Rensselaer County, New York",1791,1827,549,42,428,339,446,182,376,198,413,762,785,678,629,607,578,899,780,695,814,316,374,471
"G3600850","2013","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",54612,52395,196,413,1702,554,771,613,349,732,263,720,521,1182,983,2945,1509,7939,4530,11796,6471,6504,1702,2217,"Richmond County, New York",3439,3400,207,343,763,333,439,360,186,367,184,432,313,533,653,1141,530,1778,1177,1550,1335,1401,788,820
"G3600870","2013","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",30015,28999,130,347,373,201,492,809,218,230,420,589,192,476,611,523,348,1252,2072,6846,5424,4630,2816,1016,"Rockland County, New York",1971,1957,146,302,307,182,350,345,213,201,298,436,174,297,372,342,294,479,759,996,1320,954,785,446
"G3600890","2013","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",11769,10815,23,53,429,447,461,693,469,1288,747,1428,872,946,504,396,247,311,201,686,222,276,116,954,"St. Lawrence County, New York",1452,1361,39,57,296,329,267,439,363,715,360,484,559,388,315,278,212,207,161,384,163,233,156,398
"G3600910","2013","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",26009,25026,413,241,394,340,79,293,135,472,994,1322,458,1531,834,1153,2063,3753,2915,3165,2022,1193,1256,983,"Saratoga County, New York",2424,2384,499,303,267,393,98,205,131,396,706,596,297,562,489,564,793,1089,778,996,676,493,496,456
"G3600930","2013","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",18546,17737,199,185,73,561,260,182,138,76,236,1605,1823,1890,2726,1918,1518,881,1223,1539,507,197,0,809,"Schenectady County, New York",1860,1769,191,193,119,304,289,161,164,73,162,622,802,752,1048,632,623,420,517,623,330,180,193,398
"G3601010","2013","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",11722,10316,0,104,457,793,250,436,695,1428,576,1233,919,620,570,209,211,869,355,402,0,124,65,1406,"Steuben County, New York",1419,1324,193,111,325,444,171,302,292,433,235,538,421,454,299,171,158,653,288,382,193,144,104,558
"G3601030","2013","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",99237,94776,430,535,841,959,420,740,912,1245,459,791,724,1555,439,1987,512,4931,4825,16995,19030,27047,9399,4461,"Suffolk County, New York",5610,5598,411,268,467,592,306,590,476,801,434,510,596,803,304,1012,471,1568,1191,2549,2314,3240,1411,1019
"G3601050","2013","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",10202,9159,0,0,408,243,19,161,263,172,435,565,599,953,1202,962,687,826,740,751,173,0,0,1043,"Sullivan County, New York",1417,1374,193,193,347,246,38,143,327,228,273,324,347,489,549,497,389,408,506,388,148,193,193,625
"G3601090","2013","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",16211,15841,80,0,242,198,192,251,90,533,729,731,532,976,1394,670,653,1490,1184,3281,971,1038,606,370,"Tompkins County, New York",1838,1831,137,193,230,214,156,242,110,574,707,462,320,509,730,409,350,729,516,1046,555,536,450,232
"G3601110","2013","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",20231,18195,25,143,112,174,203,281,117,0,544,884,366,1096,927,1342,1179,4240,1228,3139,1543,621,31,2036,"Ulster County, New York",1953,1908,42,167,113,137,149,328,158,193,284,564,229,528,553,586,516,1054,502,797,856,426,53,704
"G3601130","2013","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",7839,7378,152,0,128,22,44,63,0,254,445,346,350,873,570,736,602,1268,642,532,103,248,0,461,"Warren County, New York",1307,1314,158,193,133,39,74,104,193,180,314,222,316,440,317,313,304,580,452,282,137,247,193,251
"G3601170","2013","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",5828,5650,0,134,162,104,91,42,392,525,481,719,911,500,660,248,157,64,122,252,49,37,0,178,"Wayne County, New York",1058,1070,193,101,123,104,109,70,245,442,326,407,522,309,380,213,121,87,210,260,79,68,193,140
"G3601190","2013","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",132835,127681,500,892,1683,2453,1896,1442,727,2255,782,1441,944,2070,1230,2516,2588,6537,9100,30418,20923,23134,14150,5154,"Westchester County, New York",4264,4183,309,448,758,939,615,663,405,639,419,611,571,801,433,879,857,1492,1652,2664,2535,2303,1903,1198
"G3700010","2013","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",20392,19003,171,276,225,988,110,756,1224,1539,1285,2161,1630,1068,1212,1348,1469,1459,513,582,143,621,223,1389,"Alamance County, North Carolina",2043,1978,147,245,204,474,145,481,686,708,549,725,801,505,518,612,729,661,360,471,170,457,154,417
"G3700190","2013","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",12685,10637,0,0,0,127,234,416,498,1397,308,759,686,547,1025,831,477,1143,208,1163,629,110,79,2048,"Brunswick County, North Carolina",1785,1494,201,201,201,108,287,402,441,683,247,430,465,341,510,494,335,449,185,530,473,125,132,821
"G3700210","2013","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",37589,35218,783,195,735,502,457,655,635,1297,2129,2031,1468,3958,1547,1720,2610,4624,2485,3820,1102,1586,879,2371,"Buncombe County, North Carolina",2602,2623,450,189,497,312,382,442,433,698,812,831,692,1463,714,727,851,1302,872,1217,538,722,480,801
"G3700230","2013","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,
