GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G5100030","2012","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",38374,1757,1403,1051,1181,1967,1045,1738,1669,1428,2407,4026,5116,4253,3069,2815,3449,"Albemarle County, Virginia",1505,639,600,470,444,601,428,564,515,490,653,755,1123,785,840,635,807
"G5100130","2012","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",95369,3033,1914,2110,2588,2828,1480,2578,2954,2352,4798,8159,12533,10773,7334,13420,16515,"Arlington County, Virginia",2149,882,723,798,862,945,550,859,873,782,1063,1475,1618,1617,1182,1522,1706
"G5100150","2012","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",28920,1648,1453,1252,1179,2073,2315,1851,1759,1694,3028,2960,3723,1475,992,977,541,"Augusta County, Virginia",880,659,494,553,462,799,783,704,653,629,798,849,932,535,582,523,355
"G5100190","2012","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",28449,1760,1495,1172,1109,1475,1470,1322,1418,969,2670,2905,4511,2618,1290,1608,657,"Bedford County, Virginia",865,608,479,381,511,509,453,521,558,559,616,783,1073,735,508,650,338
"G5100410","2012","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",115148,4666,2133,3285,3911,4566,5558,4359,4144,5596,9906,13822,17001,14389,6977,8673,6162,"Chesterfield County, Virginia",1907,1210,669,833,893,1040,1149,1041,1002,1078,1553,1710,1790,1674,1163,1190,1072
"G5100590","2012","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",391216,9029,4236,8111,6688,7864,9773,8543,8651,9638,20207,35301,52081,46857,36654,53334,74249,"Fairfax County, Virginia",2463,1559,947,1298,1345,1454,1726,1559,1619,1778,2064,3099,3345,3229,2598,2735,3114
"G5100610","2012","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",23044,672,645,492,918,470,849,632,694,581,1587,2512,3701,2746,2602,2327,1616,"Fauquier County, Virginia",1003,347,385,315,442,281,464,424,355,368,537,633,741,693,586,542,441
"G5100690","2012","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",29636,1223,984,1423,1204,1144,1425,1248,1379,1294,2564,2176,5319,3587,1719,1988,959,"Frederick County, Virginia",965,489,485,529,507,490,549,580,520,574,823,605,1031,962,506,675,448
"G5100850","2012","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",36146,1408,1039,963,2026,1766,863,1095,1292,895,2485,4428,5634,4331,3374,2604,1943,"Hanover County, Virginia",1103,612,431,490,546,603,367,448,489,413,620,971,931,756,880,722,643
"G5100870","2012","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",123501,6049,4693,4908,6543,5165,5598,8264,6028,4854,11017,12691,15961,11298,7006,6843,6583,"Henrico County, Virginia",2107,1285,1322,1171,1173,1051,1450,1567,1163,1103,1634,1816,1895,1706,969,1073,991
"G5100950","2012","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",27360,1448,555,703,974,368,712,895,1033,1460,1762,2719,4700,3949,2064,1905,2113,"James City County, Virginia",1256,655,401,376,440,289,433,412,502,646,599,807,1194,1039,631,712,664
"G5101070","2012","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",108559,993,1121,1353,1837,1140,1839,2372,3226,1788,5347,8761,15313,13188,11421,18173,20687,"Loudoun County, Virginia",1855,434,593,427,713,378,701,815,876,539,1239,1351,1843,1704,1623,1794,1602
"G5101210","2012","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",35154,4164,2794,2117,3169,1396,1274,2217,1677,1437,2739,3360,3376,2136,1180,878,1240,"Montgomery County, Virginia",1505,1069,863,749,963,756,462,936,678,518,822,933,836,692,427,355,478
"G5101530","2012","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",134611,2282,1503,2135,4079,2316,3275,4378,3410,4786,10259,13139,21365,15680,13279,17495,15230,"Prince William County, Virginia",1551,891,499,593,1379,766,922,1213,962,1343,1538,1761,1913,1635,1810,1657,1364
"G5101610","2012","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",38004,1442,1518,2373,2205,1750,2045,1638,1766,1546,3565,4632,5681,3194,1314,1693,1642,"Roanoke County, Virginia",1100,581,623,765,913,563,840,559,687,549,740,930,1035,887,440,607,547
"G5101650","2012","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",29390,2109,1626,1408,1657,1267,1893,1378,1604,1387,2837,3950,3544,2194,792,1243,501,"Rockingham County, Virginia",1061,743,521,478,510,534,522,520,602,420,750,842,778,589,286,482,315
"G5101770","2012","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",42292,1148,1372,1485,1403,925,1232,1786,1635,2158,3020,4085,6870,4904,4253,4293,1723,"Spotsylvania County, Virginia",1043,459,433,533,492,376,449,574,550,853,697,940,954,810,767,788,476
"G5101790","2012","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",42313,1152,441,1198,745,835,1178,1101,1624,1026,3215,3797,5510,4432,4720,6338,5001,"Stafford County, Virginia",1234,507,235,611,376,382,648,587,701,433,910,797,1090,851,843,1147,775
"G5101990","2012","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",22830,1227,691,843,652,777,401,1351,744,1085,2087,1828,3173,2278,2271,2351,1071,"York County, Virginia",1104,684,422,453,327,357,209,555,370,536,727,467,965,632,816,599,456
"G5105100","2012","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",65468,2322,1689,661,2368,1217,2033,2743,2892,1735,4856,7187,8943,6658,5031,6897,8236,"Alexandria city, Virginia",1710,797,683,379,813,583,765,899,844,675,1060,1655,1620,1174,1086,1156,1134
"G5105500","2012","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",80343,3948,2955,2931,3451,2884,3791,2635,3434,3148,7734,8067,13936,7329,5452,4875,3773,"Chesapeake city, Virginia",1611,1116,1042,1003,953,866,929,755,909,693,1357,1402,1522,988,1030,1020,939
"G5106500","2012","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",52797,3421,3882,3759,3184,2126,2697,2874,2931,2413,4728,6091,5921,3610,2327,1258,1575,"Hampton city, Virginia",1747,850,1015,1088,853,629,711,857,850,682,1171,1013,1087,946,782,472,651
"G5106800","2012","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",28000,3502,2233,1903,2235,1575,2009,1836,1865,1021,1686,1955,2179,1472,1315,661,553,"Lynchburg city, Virginia",1420,950,686,742,664,469,663,677,605,467,607,563,684,506,547,359,382
"G5107000","2012","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",70446,6324,3435,3591,3571,4111,4811,3459,4093,4112,6298,7282,9215,5343,2107,1433,1261,"Newport News city, Virginia",1691,1250,865,737,934,887,1229,812,862,960,1311,1230,1404,975,597,483,473
"G5107100","2012","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",86347,9531,5082,5655,4309,5349,5260,4821,4988,3914,7851,8887,7336,4998,2989,2676,2701,"Norfolk city, Virginia",2086,1227,986,1054,813,1038,1155,993,1121,915,1173,1013,1007,839,538,620,562
"G5107400","2012","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36781,3139,2773,2362,2137,2357,2564,1813,1878,2010,2997,4245,3876,2069,945,821,795,"Portsmouth city, Virginia",1136,721,735,740,621,873,757,582,610,728,724,1023,982,588,467,347,412
"G5107600","2012","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",83456,11610,6917,5768,4371,5410,4898,3890,5037,3350,7477,6628,7056,4084,1933,2379,2648,"Richmond city, Virginia",2202,1479,1201,1167,871,918,1089,812,1365,1035,1355,1063,1166,836,475,617,645
"G5107700","2012","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42134,4635,3443,3142,2699,2621,2998,1978,1604,1825,4562,4507,3436,1919,1332,779,654,"Roanoke city, Virginia",1446,1074,1059,913,832,751,870,554,564,607,1078,996,864,579,655,404,305
"G5108000","2012","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",30623,1610,1029,1182,1063,1527,1634,1554,1649,1117,2163,2589,5298,3807,1553,1706,1142,"Suffolk city, Virginia",786,517,337,487,495,600,564,468,605,466,585,591,906,751,429,498,375
"G5108100","2012","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",165376,6233,5941,5041,6751,6582,9234,7823,8322,8238,15197,19642,22030,16872,10112,10237,7121,"Virginia Beach city, Virginia",2131,1175,1369,1201,1087,1317,1419,1372,1343,1271,2054,1630,2076,1730,1157,1291,1167
"G5300050","2012","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",65945,3471,3796,3359,2650,2578,3615,3290,3144,2613,5978,5566,8223,5600,5165,3671,3226,"Benton County, Washington",1312,857,1079,1071,829,740,833,1139,836,787,1232,1104,1228,1009,979,740,763
"G5300070","2012","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",27458,1866,1687,964,2036,1294,1779,2274,1592,1048,2520,2982,2696,1833,1039,870,978,"Chelan County, Washington",1460,781,699,358,861,690,694,855,736,443,766,872,816,572,593,522,509
"G5300090","2012","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",30044,2341,2248,1411,2456,1618,2056,1760,1890,2104,2578,2811,3266,1673,804,594,434,"Clallam County, Washington",1121,624,578,511,658,504,593,504,571,647,509,637,672,515,418,245,245
"G5300110","2012","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",160145,7664,6614,7830,7866,8517,8867,7670,8808,7354,13347,18149,22270,14058,8239,6998,5894,"Clark County, Washington",1953,1457,1336,1352,1179,1518,1580,1061,1400,1119,1545,1659,1755,1801,1242,1032,1021
"G5300150","2012","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",38834,4022,1926,2487,2631,1514,1567,1515,2244,2351,4336,4716,4245,2754,1196,983,347,"Cowlitz County, Washington",1245,832,578,740,648,501,483,514,488,776,981,968,775,641,569,396,210
"G5300210","2012","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",24270,1891,1117,1601,905,1773,842,624,973,890,2459,3149,3856,1963,965,669,593,"Franklin County, Washington",742,660,561,608,495,650,388,384,530,503,741,866,963,803,467,385,393
"G5300250","2012","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",30543,2552,1345,2228,2552,1982,1486,1493,1405,1127,3396,4437,3438,1422,581,852,247,"Grant County, Washington",1166,774,582,624,913,658,492,678,440,477,822,1048,970,546,264,400,195
"G5300270","2012","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",27880,2554,2594,1200,1695,1627,1456,1946,1724,1822,2144,2791,2752,2154,382,564,475,"Grays Harbor County, Washington",1517,642,727,486,605,614,417,559,694,672,680,805,903,659,208,337,308
"G5300290","2012","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",32954,1972,1451,880,1822,1279,2185,1881,1432,1733,2233,3807,5006,2778,1990,1289,1216,"Island County, Washington",1484,731,541,297,674,468,710,627,533,510,661,971,923,744,615,525,556
"G5300330","2012","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",804062,48561,26769,27507,33333,30503,32547,30905,29107,32108,57985,79636,101061,81496,58461,63896,70187,"King County, Washington",4348,3165,2499,2862,2997,3079,3253,2850,2678,2996,3771,4287,4519,3911,2984,3152,3560
"G5300350","2012","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",97027,5747,3203,3624,3922,4294,4547,3454,5503,4698,10151,11138,13588,9261,5313,5631,2953,"Kitsap County, Washington",2243,1087,762,844,1123,1041,964,881,1119,1088,1576,1183,1852,1194,1009,1129,714
"G5300410","2012","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",30134,2219,1700,1950,2187,1548,1995,1853,2527,1214,3156,2580,2849,2068,973,918,397,"Lewis County, Washington",888,586,586,578,567,425,736,706,696,488,656,630,649,736,422,562,259
"G5300530","2012","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",300554,17732,12120,10892,14524,14431,14778,13957,14632,14646,28050,36718,42162,27003,15791,13643,9475,"Pierce County, Washington",3000,1948,1705,1719,1572,1997,1930,1873,1713,2146,2153,2816,2681,2282,1598,1356,1253
"G5300570","2012","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",44671,2425,2138,2255,2464,2157,2759,2542,2456,1515,3656,5008,6884,4298,1701,1683,730,"Skagit County, Washington",1400,630,618,567,729,562,617,499,699,491,626,882,1046,761,519,523,252
"G5300610","2012","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",270568,13679,7963,9965,11952,9090,10587,10606,12501,10721,21732,30375,43121,30260,18685,17945,11386,"Snohomish County, Washington",3104,2099,1295,1466,1482,1591,1532,1705,1943,1682,2206,2379,2596,2653,1725,2085,1492
"G5300630","2012","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",189004,15894,12119,10430,11233,10529,10448,9852,9893,9023,15152,20016,23625,14102,6741,4755,5192,"Spokane County, Washington",2168,1775,1913,1549,1485,1433,1554,1647,1635,1375,1957,2041,2280,1752,1126,960,998
"G5300670","2012","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",102335,5946,4036,4123,4350,4999,5171,5117,5483,3308,9854,13074,14139,9803,5431,4343,3158,"Thurston County, Washington",1642,1249,1092,1219,1085,1582,1209,1127,1260,890,1633,1707,1754,1435,1155,979,816
"G5300730","2012","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",79029,6989,4967,4195,4058,3372,4452,3963,3241,3115,7045,9401,9163,7197,3248,2544,2079,"Whatcom County, Washington",1992,1352,1340,1002,977,831,956,935,958,856,1336,1401,1479,1401,756,793,657
"G5300770","2012","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",78472,6791,5392,4731,4803,4520,4368,4786,4711,4202,6115,7853,9406,5202,2388,1898,1306,"Yakima County, Washington",1783,1262,1092,1054,948,1015,870,1061,1190,1040,1163,1197,1269,1067,658,578,591
"G5400030","2012","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",40633,2890,1969,1859,2384,1995,1757,2056,2607,1758,2868,4148,6569,3968,1463,1123,1219,"Berkeley County, West Virginia",1375,1030,856,721,937,784,638,665,869,666,889,1016,1417,1058,745,523,494
"G5400110","2012","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",39570,5480,3440,2781,2812,2439,2705,1531,1708,1390,3411,3722,3670,1838,423,1176,1044,"Cabell County, West Virginia",1353,1129,929,762,888,709,775,626,609,524,860,919,760,553,237,518,316
"G5400330","2012","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",28556,3084,2146,1994,2380,1693,2108,865,1342,1347,2082,2553,3087,1540,1153,834,348,"Harrison County, West Virginia",863,791,623,591,787,562,695,306,393,502,595,577,691,457,475,426,209
"G5400390","2012","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",84099,5671,6600,5173,6525,3789,3975,4060,4667,3870,8714,8172,9879,4980,2854,2441,2729,"Kanawha County, West Virginia",1692,1032,1292,1092,1255,897,859,982,977,778,1524,1457,1532,1025,813,759,753
"G5400610","2012","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",36881,6173,2086,2726,1854,1733,2121,1876,1181,963,2970,3593,3394,2291,1230,1061,1629,"Monongalia County, West Virginia",1410,1113,610,692,529,635,665,636,452,364,766,813,696,681,415,353,499
"G5400810","2012","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",30834,2976,2187,2098,2647,1386,2062,1754,1834,1990,2043,3357,2884,1725,1082,381,428,"Raleigh County, West Virginia",1204,930,658,727,745,482,844,623,691,598,703,949,790,585,536,259,211
"G5401070","2012","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",35774,3310,2498,2705,1901,2549,2046,1689,2448,2430,2721,3269,3904,2463,835,520,486,"Wood County, West Virginia",1174,839,526,763,505,697,694,486,710,788,671,899,916,550,332,329,263
"G5500090","2012","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",98774,7302,5229,5362,5836,4846,4825,5892,5645,4295,8850,9187,11796,7435,3690,4810,3774,"Brown County, Wisconsin",1797,1193,1166,1042,1059,1099,1178,1364,1121,1050,1241,1351,1288,1147,804,1005,839
"G5500250","2012","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",207415,11010,9514,9058,10395,9506,9841,9139,9454,9938,16114,22194,28882,22362,11193,9963,8852,"Dane County, Wisconsin",2299,1449,1491,1579,1653,1674,1430,1268,1383,1569,1787,2080,2512,1733,1282,1524,1147
"G5500270","2012","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",33183,1685,1681,1493,1714,1759,1804,2297,1900,1906,3667,3933,4350,2548,1194,581,671,"Dodge County, Wisconsin",1008,489,569,467,455,486,485,540,443,493,595,605,660,471,352,206,246
"G5500350","2012","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",40311,3412,2942,2087,2880,2048,2788,1867,1247,1700,3007,5236,3765,4210,1165,950,1007,"Eau Claire County, Wisconsin",890,772,974,683,856,793,706,719,486,534,672,851,716,917,393,370,381
"G5500390","2012","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",41191,2007,1755,2121,1788,1762,2541,2499,2763,1666,4464,5899,5674,3119,1504,1064,565,"Fond du Lac County, Wisconsin",890,641,620,632,540,552,743,708,724,415,783,921,885,553,384,343,254
"G5500550","2012","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",32360,1914,1189,1669,1511,1888,1567,1579,1714,1987,2418,3620,5515,3015,1269,892,613,"Jefferson County, Wisconsin",988,589,356,538,445,644,512,461,447,726,520,656,760,681,491,317,289
"G5500590","2012","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",62697,4006,3224,3351,2773,3684,2912,3050,2488,2996,5686,6808,8888,6218,2660,2273,1680,"Kenosha County, Wisconsin",1741,936,1001,944,673,945,777,846,687,1028,1171,1085,1189,1145,681,649,546
"G5500630","2012","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",46959,3183,2730,2688,2901,2830,2272,3173,2669,2636,3937,3770,6395,3503,1968,1343,961,"La Crosse County, Wisconsin",950,790,666,748,824,707,613,886,760,761,846,865,1028,626,450,473,367
